school_name,address,town,lga_name,x,y
Aspendale Primary School,23 Laura Street Aspendale VIC 3195,Aspendale,Kingston (C),-38.020270000000004,145.09976
Eltham North Primary School,35-47 Wattletree Road Eltham North VIC 3095,Eltham North,Nillumbik (S),-37.700109999999995,145.15087
Merrivale Primary School,158 Merrivale Drive Warrnambool VIC 3280,Warrnambool,Warrnambool (C),-38.37802,142.45615
Dandenong West Primary School,32 Birdwood Avenue Dandenong VIC 3175,Dandenong,Greater Dandenong (C),-37.980740000000004,145.20042
Yarra Road Primary School,222 - 228 Yarra Road Croydon VIC 3136,Croydon,Maroondah (C),-37.7664,145.27223
Aberfeldie Primary School,1 Doone Street Essendon VIC 3040,Essendon,Moonee Valley (C),-37.75649,144.89477
Manifold Heights Primary School,20-24 Strachan Avenue Manifold Heights VIC 3218,Manifold Heights,Greater Geelong (C),-38.13597,144.33292
Nungurner Primary School,455 Nungurner Road Nungurner VIC 3909,Nungurner,East Gippsland (S),-37.86592,147.88839
Dingley Primary School,111-115 Centre Dandenong Road Dingley Village VIC 3172,Dingley Village,Kingston (C),-37.9826,145.1325
Cardross Primary School,415 Dairtnunk Avenue Cardross VIC 3496,Cardross,Mildura (RC),-34.28801,142.14504
Albion Primary School,61-81 Adelaide Street Albion VIC 3020,Albion,Brimbank (C),-37.778079999999996,144.81975
Lemnos Primary School,Lemnos Road Lemnos VIC 3631,Lemnos,Greater Shepparton (C),-36.35805,145.46246000000002
Tarwin Lower Primary School,School Road Tarwin Lower VIC 3956,Tarwin Lower,South Gippsland (S),-38.70257,145.86706
Nepean Special School,33 Klauer St Seaford VIC 3198,Seaford,Frankston (C),-38.11943,145.14233000000002
Brunswick South West Primary School,South Daly Street Brunswick West VIC 3055,Brunswick West,Moreland (C),-37.770579999999995,144.94352
Bell Primary School,78A Oakover Road Preston VIC 3072,Preston,Darebin (C),-37.7477,144.99061
Chatham Primary School,47A Weybridge Street Surrey Hills VIC 3127,Surrey Hills,Boroondara (C),-37.81765,145.0916
Caulfield South Primary School,24 Bundeera Road Caulfield South VIC 3162,Caulfield South,Glen Eira (C),-37.89525,145.0308
Ashburton Primary School,Fakenham Road Ashburton VIC 3147,Ashburton,Boroondara (C),-37.8622,145.08362
Bentleigh West Primary School,23 Brewer Road Bentleigh VIC 3204,Bentleigh,Glen Eira (C),-37.920590000000004,145.02677
Seaspray Primary School,15 Prospect Road Seaspray VIC 3851,Seaspray,Wellington (S),-38.35649,147.17061999999999
Anglesea Primary School,85 Camp Road Anglesea VIC 3230,Anglesea,Surf Coast (S),-38.39678,144.19183999999998
Briar Hill Primary School,25 Gladstone Road Briar Hill VIC 3088,Briar Hill,Banyule (C),-37.70831,145.11622
Zeerust Primary School,245 Zeerust Road Zeerust VIC 3634,Zeerust,Greater Shepparton (C),-36.2772,145.40507
McKinnon Primary School,253 Tucker Road Ormond VIC 3204,Ormond,Glen Eira (C),-37.90805,145.0528
Clayton South Primary School,539 Clayton Road Clayton South VIC 3169,Clayton South,Kingston (C),-37.94048,145.11643999999998
Ivanhoe East Primary School,35 Warncliffe Road Ivanhoe East VIC 3079,Ivanhoe East,Banyule (C),-37.77459,145.05945
Cobains Primary School,3 Crofts Road Cobains VIC 3851,Cobains,Wellington (S),-38.07479,147.13228
Mildura South Primary School,593 Deakin Avenue Mildura South VIC 3501,Mildura South,Mildura (RC),-34.21348,142.12679
Tate Street Primary School Geelong,Tate Street Geelong East VIC 3219,Geelong East,Greater Geelong (C),-38.16605,144.3792
Brunswick North West Primary School,Culloden Street Brunswick West VIC 3055,Brunswick West,Moreland (C),-37.75671,144.94359
Katandra West Primary School,17-27 Bankin Street Katandra West VIC 3634,Katandra West,Greater Shepparton (C),-36.22547,145.56071
Fleetwood Primary School,97 Fleetwood Drive Narre Warren VIC 3805,Narre Warren,Casey (C),-38.0393,145.3181
Sandringham East Primary School,9 Holloway Road Sandringham VIC 3191,Sandringham,Bayside (C),-37.95667,145.02222
Seaholme Primary School,Cnr Millers Rd & Civic Parade Seaholme VIC 3018,Seaholme,Hobsons Bay (C),-37.86421,144.83991
Somers Primary School,87 Camp Hill Road Somers VIC 3927,Somers,Mornington Peninsula (S),-38.39212,145.16461
Upwey Primary School,15 Darling Avenue Upwey VIC 3158,Upwey,Yarra Ranges (S),-37.90287,145.3328
Coburg North Primary School,180 O'Hea Street Coburg VIC 3058,Coburg,Moreland (C),-37.73617,144.95185
Rosanna Primary School,Grandview Grove Rosanna VIC 3084,Rosanna,Banyule (C),-37.73539,145.0629
Wantirna South Primary School,16 Tyner Road Wantirna South VIC 3152,Wantirna South,Knox (C),-37.87253,145.23734
Strathmore Primary School,14-34 Lloyd Street Strathmore VIC 3041,Strathmore,Moonee Valley (C),-37.73551,144.917
Balwyn North Primary School,Buchanan Avenue Balwyn North VIC 3104,Balwyn North,Boroondara (C),-37.7967,145.07703999999998
Solway Primary School,Winton Road Ashburton VIC 3147,Ashburton,Boroondara (C),-37.87324,145.07283
Wangaratta West Primary School,47-49 Phillipson Street Wangaratta VIC 3677,Wangaratta,Wangaratta (RC),-36.35413,146.30442
Mount Beauty Primary School,Lakeside Avenue Mount Beauty VIC 3699,Mount Beauty,Alpine (S),-36.7395,147.17158999999998
Newlands Primary School,2-26 Murphy Street Preston VIC 3072,Preston,Darebin (C),-37.730109999999996,144.98538
Newborough Primary School,24 Murray Road Newborough VIC 3825,Newborough,Latrobe (C),-38.18858,146.29279
Traralgon (Stockdale Road) Primary School,7 Stockdale Road Traralgon VIC 3844,Traralgon,Latrobe (C),-38.18998,146.52417
Gowrie Street Primary School Shepparton,1-19 Gowrie Street Shepparton VIC 3630,Shepparton,Greater Shepparton (C),-36.3668,145.39635
Tootgarook Primary School,Carmichael Street Tootgarook VIC 3941,Tootgarook,Mornington Peninsula (S),-38.369479999999996,144.85732
Moe (South Street) Primary School,34 South Street Moe VIC 3825,Moe,Latrobe (C),-38.18319,146.26006
Roslyn Primary School,183 Roslyn Road Belmont VIC 3216,Belmont,Greater Geelong (C),-38.174009999999996,144.32981999999998
Newport Gardens Primary School,Cnr Woods St & Maddox Rd Newport VIC 3015,Newport,Hobsons Bay (C),-37.845209999999994,144.86883
St Georges Road Primary School Shepparton,120 St Georges Road Shepparton VIC 3630,Shepparton,Greater Shepparton (C),-36.39009,145.40573999999998
Malvern Valley Primary School,Abbotsford Avenue Malvern East VIC 3145,Malvern East,Stonnington (C),-37.8807,145.08149
Newborough East Primary School,300 Old Sale Road Newborough VIC 3825,Newborough,Latrobe (C),-38.179,146.29376000000002
Belmore School,49 Stroud Street Balwyn VIC 3103,Balwyn,Boroondara (C),-37.80428,145.08114
Croxton Special School,159-165 Beaconsfield Parade Northcote VIC 3070,Northcote,Darebin (C),-37.764,144.9874
Herne Hill Primary School,2-24 Gwynne Street Hamlyn Heights VIC 3218,Hamlyn Heights,Greater Geelong (C),-38.12936,144.33245
Frankston East Primary School,6A Ashleigh Avenue Frankston VIC 3199,Frankston,Frankston (C),-38.14663,145.14553
Selby Primary School,2 Morley Street Selby VIC 3159,Selby,Yarra Ranges (S),-37.911429999999996,145.36751999999998
Reservoir East Primary School,58 Boldrewood Parade Reservoir VIC 3073,Reservoir,Darebin (C),-37.71998,145.02184
Tucker Road Bentleigh Primary School,16 Tucker Rd Bentleigh VIC 3204,Bentleigh,Glen Eira (C),-37.93254,145.04901
Katunga Primary School,24 CARTER STREET Katunga VIC 3640,Katunga,Moira (S),-35.99856,145.45561
Ballarat North Primary School,513 Landsborough Street Ballarat VIC 3350,Ballarat,Ballarat (C),-37.5401,143.86281
Bandiana Primary School,44 Leumeah Road Bandiana VIC 3694,Bandiana,Wodonga (C),-36.15296,146.92713999999998
Greythorn Primary School,Reading Avenue Balwyn North VIC 3104,Balwyn North,Boroondara (C),-37.801429999999996,145.09596000000002
Warragul North Primary School,5 O'Dowds Road Warragul VIC 3820,Warragul,Baw Baw (S),-38.148109999999996,145.93985
Horsham West and Haven Primary School,24 Hillary Street Horsham VIC 3400,Horsham,Horsham (RC),-36.717420000000004,142.17999
Traralgon (Kosciuszko Street) Primary School,36 Kosciuszko Street Traralgon VIC 3844,Traralgon,Latrobe (C),-38.19927,146.51536000000002
Traralgon (Liddiard Road) Primary School,148 Liddiard Road Traralgon VIC 3844,Traralgon,Latrobe (C),-38.20155,146.55149
Eastwood Primary School,Alexandra Road Ringwood East VIC 3135,Ringwood East,Maroondah (C),-37.817240000000005,145.25295
Pascoe Vale South Primary School,411-429 Reynard Street Pascoe Vale South VIC 3044,Pascoe Vale South,Moreland (C),-37.74572,144.93562
Lalor Primary School,26 Maxwell Street Lalor VIC 3075,Lalor,Whittlesea (C),-37.67008,145.02539
Reservoir West Primary School,5a Carrington Road Reservoir VIC 3073,Reservoir,Darebin (C),-37.72214,144.99023
Coatesville Primary School,21 Mackie Road Bentleigh East VIC 3165,Bentleigh East,Glen Eira (C),-37.92008,145.07363
Old Orchard Primary School,88 Koonung Road Blackburn North VIC 3130,Blackburn North,Whitehorse (C),-37.80757,145.15251
Huntingdale Primary School,Grange Street Oakleigh South VIC 3167,Oakleigh South,Monash (C),-37.91308,145.10236
Box Hill North Primary School,Elizabeth Street Box Hill North VIC 3129,Box Hill North,Whitehorse (C),-37.80079,145.12331
Ferntree Gully North Primary School,111 Forest Road Ferntree Gully VIC 3156,Ferntree Gully,Knox (C),-37.874790000000004,145.29942
Ararat West Primary School,Kneebone Street Ararat VIC 3377,Ararat,Ararat (RC),-37.277359999999994,142.921
Oak Park Primary School,Willett Avenue Oak Park VIC 3046,Oak Park,Moreland (C),-37.71553,144.91504
Dandenong North Primary School,117-125 Cleeland Street Dandenong VIC 3175,Dandenong,Greater Dandenong (C),-37.97664,145.21447
Bairnsdale West Primary School,Cnr Wallace & Mckean Streets Bairnsdale VIC 3875,Bairnsdale,East Gippsland (S),-37.82454,147.6081
Kalianna Special School,Nolan Street Bendigo VIC 3550,Bendigo,Greater Bendigo (C),-36.737829999999995,144.27865
Harrisfield Primary School,495 Princes Hwy Noble Park VIC 3174,Noble Park,Greater Dandenong (C),-37.954440000000005,145.1799
Pascoe Vale North Primary School,Kent Road Pascoe Vale VIC 3044,Pascoe Vale,Moreland (C),-37.72126,144.94848000000002
Belle Vue Primary School,20 Highview Road Balwyn North VIC 3104,Balwyn North,Boroondara (C),-37.78252,145.07865
Oberon Primary School,28 Dorothy Avenue Belmont VIC 3216,Belmont,Greater Geelong (C),-38.17944,144.34198999999998
Moe Primary School,Cnr Elizabeth & King Streets Moe VIC 3825,Moe,Latrobe (C),-38.18973,146.24671999999998
St Albans East Primary School,7-17 Station Avenue St Albans VIC 3021,St Albans,Brimbank (C),-37.74217,144.81108999999998
Bourchier Street Primary School Shepparton,Cnr Bourchier St & Balaclava R Shepparton VIC 3630,Shepparton,Greater Shepparton (C),-36.36654,145.41297
Swan Hill North Primary School,118 Chapman Street Swan Hill VIC 3585,Swan Hill,Swan Hill (RC),-35.331790000000005,143.54607
Sunshine Heights Primary School,1-19 Mailey Street Sunshine VIC 3020,Sunshine,Brimbank (C),-37.79222,144.81816
Sunshine North Primary School,65 - 71 Suffolk Road Sunshine North VIC 3020,Sunshine North,Brimbank (C),-37.772009999999995,144.83719
Banyule Primary School,Banyule Road Rosanna VIC 3084,Rosanna,Banyule (C),-37.74361,145.07793999999998
Portland South Primary School,133-141 Edgar Street Portland VIC 3305,Portland,Glenelg (S),-38.36527,141.61061999999998
Rosanna Golf Links Primary School,Interlaken Parade Rosanna VIC 3084,Rosanna,Banyule (C),-37.73512,145.07453
Cheltenham East Primary School,Silver Street Cheltenham VIC 3192,Cheltenham,Kingston (C),-37.96526,145.06835
Cranbourne South Primary School,Pearcedale Road Cranbourne South VIC 3977,Cranbourne South,Casey (C),-38.147940000000006,145.24506
Yarrunga Primary School,38 - 50 White Street Wangaratta VIC 3677,Wangaratta,Wangaratta (RC),-36.37256,146.31718
Ballarat Specialist School,25 Gillies Street North Lake Gardens VIC 3355,Lake Gardens,Ballarat (C),-37.552440000000004,143.8187
Preston North East Primary School,93 Tyler Street East Preston VIC 3072,East Preston,Darebin (C),-37.73305,145.02946
Orbost North Primary School,Rupert St Orbost VIC 3888,Orbost,East Gippsland (S),-37.697790000000005,148.466
Nelson Park School,Libau Avenue Bell Park VIC 3215,Bell Park,Greater Geelong (C),-38.11424,144.3377
Craigieburn Primary School,87 - 91 Grand Boulevard Craigieburn VIC 3064,Craigieburn,Hume (C),-37.582640000000005,144.93355
Warrnambool East Primary School,Ward Street Warrnambool VIC 3280,Warrnambool,Warrnambool (C),-38.389590000000005,142.49958
Colac South West Primary School,238 Wilson Street Colac VIC 3250,Colac,Colac-Otway (S),-38.34363,143.57203
George Street Primary School - Hamilton,32-48  George Street Hamilton VIC 3300,Hamilton,Southern Grampians (S),-37.74662,142.0344
Valkstone Primary School,44 Valkstone Street Bentleigh East VIC 3165,Bentleigh East,Glen Eira (C),-37.914609999999996,145.05716999999999
Overport Primary School,Towerhill Road Frankston VIC 3199,Frankston,Frankston (C),-38.16049,145.12697
Wembley Primary School,32 St Leonards Ave Yarraville VIC 3013,Yarraville,Maribyrnong (C),-37.82104,144.87443000000002
Rosamond Special School,276 Ballarat Road Braybrook VIC 3019,Braybrook,Maribyrnong (C),-37.77964,144.85541
Bonbeach Primary School,29-63 Breeze Street Bonbeach VIC 3196,Bonbeach,Kingston (C),-38.06649,145.12564
Heatherhill Primary School,959 Heatherton Road Springvale VIC 3171,Springvale,Greater Dandenong (C),-37.96265,145.15815
Beaumaris North Primary School,Wood Street Beaumaris VIC 3193,Beaumaris,Bayside (C),-37.97424,145.03661
Hamlyn Banks Primary School,2-24 Chaucer Street Hamlyn Heights VIC 3215,Hamlyn Heights,Greater Geelong (C),-38.11776,144.3271
Yarraman Oaks Primary School,27 Liege Avenue Noble Park VIC 3174,Noble Park,Greater Dandenong (C),-37.970290000000006,145.19153
Mount Pleasant Road Nunawading Primary School,Mt Pleasant Road Nunawading VIC 3131,Nunawading,Whitehorse (C),-37.828590000000005,145.18008999999998
Glenroy West Primary School,York Street Glenroy VIC 3046,Glenroy,Moreland (C),-37.70496,144.90829
Dandenong South Primary School,52 Kirkham Road Dandenong VIC 3175,Dandenong,Greater Dandenong (C),-37.9985,145.21202
St Albans North Primary School,65 George Street St Albans VIC 3021,St Albans,Brimbank (C),-37.73174,144.80201
Avondale Primary School,Clarendon St Avondale Heights VIC 3034,Avondale Heights,Moonee Valley (C),-37.76616,144.86153000000002
Beverley Hills Primary School,2 - 14 Cassowary Street Doncaster East VIC 3109,Doncaster East,Manningham (C),-37.796240000000004,145.15984
Wodonga West Primary School,Lawrence Street Wodonga VIC 3690,Wodonga,Wodonga (C),-36.122409999999995,146.87671
Frankston Heights Primary School,10 Kalmia Street Frankston VIC 3199,Frankston,Frankston (C),-38.161809999999996,145.14717
Kerrimuir Primary School,178 Dorking Road Box Hill North VIC 3129,Box Hill North,Whitehorse (C),-37.80368,145.13525
Heathmont East Primary School,Louis Street Heathmont VIC 3135,Heathmont,Maroondah (C),-37.83035,145.25769
Strathmore North Primary School,Mascoma Street Strathmore VIC 3041,Strathmore,Moonee Valley (C),-37.72486,144.91598
Oakleigh South Primary School,Riley Street Oakleigh South VIC 3167,Oakleigh South,Monash (C),-37.92338,145.0946
Thomastown East Primary School,82 Cedar Street Thomastown VIC 3074,Thomastown,Whittlesea (C),-37.68033,145.0249
Mount Waverley Heights Primary School,36 Solomon Street Mount Waverley VIC 3149,Mount Waverley,Monash (C),-37.889,145.11184
East Bentleigh Primary School,Bignell Road East Bentleigh VIC 3165,East Bentleigh,Glen Eira (C),-37.934509999999996,145.06942
Watsonia Primary School,Nell Street West Watsonia VIC 3087,Watsonia,Banyule (C),-37.707029999999996,145.08692
Parktone Primary School,Robert Street Parkdale VIC 3195,Parkdale,Kingston (C),-37.987109999999994,145.08823999999998
Antonio Park Primary School,631-639 Whitehorse Road Mitcham VIC 3132,Mitcham,Whitehorse (C),-37.81619,145.20600000000002
Kingsbury Primary School,1A Maryborough Avenue Kingsbury VIC 3083,Kingsbury,Darebin (C),-37.71602,145.0372
Katandra School,2 Walsh Street Ormond VIC 3204,Ormond,Glen Eira (C),-37.90206,145.04074
Ardeer Primary School,Suspension Street Ardeer VIC 3022,Ardeer,Brimbank (C),-37.78107,144.80049
Westall Primary School,Fairbank Road Clayton South VIC 3169,Clayton South,Kingston (C),-37.942190000000004,145.13574
Tullamarine Primary School,Broadmeadows Road Tullamarine VIC 3043,Tullamarine,Hume (C),-37.7022,144.87957
Guthridge Primary School,Dawson Street Sale VIC 3850,Sale,Wellington (S),-38.0957,147.08383
Park Orchards Primary School,1-3 Bowmore Avenue Park Orchards VIC 3114,Park Orchards,Manningham (C),-37.77952,145.21591999999998
Albion North Primary School,67-73 Furlong Road Sunshine North VIC 3020,Sunshine North,Brimbank (C),-37.76212,144.82304
Blackburn Lake Primary School,12 - 14 Florence Street Blackburn VIC 3130,Blackburn,Whitehorse (C),-37.8276,145.1661
Laburnum Primary School,Janet Street Blackburn VIC 3130,Blackburn,Whitehorse (C),-37.8271,145.13921000000002
Rollins Primary School,Wolseley Grove Bell Post Hill VIC 3215,Bell Post Hill,Greater Geelong (C),-38.101209999999995,144.32646
Heatherwood School,370-380 Springvale Road Donvale VIC 3111,Donvale,Manningham (C),-37.800340000000006,145.17803999999998
Bellaire Primary School,59-71 Larcombe Street Highton VIC 3216,Highton,Greater Geelong (C),-38.179590000000005,144.31977
Pinewood Primary School,27-35 Pinewood Drive Mount Waverley VIC 3149,Mount Waverley,Monash (C),-37.89012,145.14234
Broadmeadows Primary School,62-70 Blair Street Broadmeadows VIC 3047,Broadmeadows,Hume (C),-37.68019,144.92848999999998
Moomba Park Primary School,111 Anderson Road Fawkner VIC 3060,Fawkner,Moreland (C),-37.69576,144.96722
Keilor Heights Primary School,Ronald Grove Keilor East VIC 3033,Keilor East,Moonee Valley (C),-37.73752,144.86649
Ainslie Parklands Primary School,Hinkley Ave Croydon VIC 3136,Croydon,Maroondah (C),-37.79379,145.26424
Parkmore Primary School,38-54 Jolimont Road Forest Hill VIC 3131,Forest Hill,Whitehorse (C),-37.84384,145.17718
Lara Primary School,120 Flinders Avenue Lara VIC 3212,Lara,Greater Geelong (C),-38.01592,144.41054
Mullum Primary School,18 Panfield Avenue Ringwood VIC 3134,Ringwood,Maroondah (C),-37.797740000000005,145.23944
Cranbourne Park Primary School,1 Tucker Street Cranbourne VIC 3977,Cranbourne,Casey (C),-38.10406,145.27775
Viewbank Primary School,2-10 Nevin Parade Viewbank VIC 3084,Viewbank,Banyule (C),-37.73473,145.08999
